 service_point_name |    service_point_display_name     | action_date | day_of_week | hour_of_day |    material_type    | action_type | ct  
 Online             | Online                            | 2018-03-09  | Friday      |           0 | unspecified         | Checkin     | 113
 Online             | Online                            | 2018-03-09  | Friday      |           0 | unspecified         | Checkout    |  92
 Online             | Online                            | 2018-03-09  | Friday      |           0 | video recording     | Checkin     | 124
 Online             | Online                            | 2018-03-09  | Friday      |           0 | video recording     | Checkout    |  89
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | book                | Checkin     | 111
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | book                | Checkout    | 101
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | dvd                 | Checkin     | 109
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | dvd                 | Checkout    | 118
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | electronic resource | Checkin     | 117
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | electronic resource | Checkout    | 101
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | microform           | Checkin     | 127
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | microform           | Checkout    | 119
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | sound recording     | Checkin     | 106
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | sound recording     | Checkout    | 114
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | text                | Checkin     | 108
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | text                | Checkout    | 108
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | unspecified         | Checkin     | 124
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | unspecified         | Checkout    | 128
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | video recording     | Checkin     | 115
 Online             | Online                            | 2018-03-10  | Saturday    |           0 | video recording     | Checkout    | 107
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | book                | Checkin     | 138
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | book                | Checkout    |  98
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | dvd                 | Checkin     | 108
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | dvd                 | Checkout    | 150
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | electronic resource | Checkin     | 120
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | electronic resource | Checkout    | 102
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | microform           | Checkin     | 108
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | microform           | Checkout    | 119
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | sound recording     | Checkin     | 111
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | sound recording     | Checkout    | 115
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | text                | Checkin     | 142
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | text                | Checkout    | 101
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | unspecified         | Checkin     | 102
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | unspecified         | Checkout    | 114
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | video recording     | Checkin     | 121
 Online             | Online                            | 2018-03-11  | Sunday      |           0 | video recording     | Checkout    | 104
 Online             | Online                            | 2018-03-12  | Monday      |           0 | book                | Checkin     | 113
 Online             | Online                            | 2018-03-12  | Monday      |           0 | book                | Checkout    | 121
 Online             | Online                            | 2018-03-12  | Monday      |           0 | dvd                 | Checkin     | 145
 Online             | Online                            | 2018-03-12  | Monday      |           0 | dvd                 | Checkout    | 131
 Online             | Online                            | 2018-03-12  | Monday      |           0 | electronic resource | Checkin     | 110
 Online             | Online                            | 2018-03-12  | Monday      |           0 | electronic resource | Checkout    | 116
 Online             | Online                            | 2018-03-12  | Monday      |           0 | microform           | Checkin     | 106
 Online             | Online                            | 2018-03-12  | Monday      |           0 | microform           | Checkout    | 115
 Online             | Online                            | 2018-03-12  | Monday      |           0 | sound recording     | Checkin     |  90
 Online             | Online                            | 2018-03-12  | Monday      |           0 | sound recording     | Checkout    | 115
 Online             | Online                            | 2018-03-12  | Monday      |           0 | text                | Checkin     | 123
 Online             | Online                            | 2018-03-12  | Monday      |           0 | text                | Checkout    | 111
 Online             | Online                            | 2018-03-12  | Monday      |           0 | unspecified         | Checkin     | 106
 Online             | Online                            | 2018-03-12  | Monday      |           0 | unspecified         | Checkout    |  89
 Online             | Online                            | 2018-03-12  | Monday      |           0 | video recording     | Checkin     | 112
 Online             | Online                            | 2018-03-12  | Monday      |           0 | video recording     | Checkout    | 113
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | book                | Checkin     | 108
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | book                | Checkout    | 114
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | dvd                 | Checkin     | 109
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | dvd                 | Checkout    | 101
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | electronic resource | Checkin     | 106
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | electronic resource | Checkout    | 129
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | microform           | Checkin     | 146
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | microform           | Checkout    | 125
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | sound recording     | Checkin     | 112
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | sound recording     | Checkout    |  97
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | text                | Checkin     | 108
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | text                | Checkout    | 119
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | unspecified         | Checkin     | 110
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | unspecified         | Checkout    | 106
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | video recording     | Checkin     |  96
 Online             | Online                            | 2018-03-13  | Tuesday     |           0 | video recording     | Checkout    | 102
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | book                | Checkin     | 123
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | book                | Checkout    | 104
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | dvd                 | Checkin     | 116
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | dvd                 | Checkout    | 101
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | electronic resource | Checkin     |  93
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | electronic resource | Checkout    | 121
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | microform           | Checkin     | 122
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | microform           | Checkout    |  95
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | sound recording     | Checkin     | 124
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | sound recording     | Checkout    | 111
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | text                | Checkin     | 105
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | text                | Checkout    | 127
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | unspecified         | Checkin     | 109
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | unspecified         | Checkout    | 116
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | video recording     | Checkin     | 119
 Online             | Online                            | 2018-03-14  | Wednesday   |           0 | video recording     | Checkout    | 124
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | book                | Checkin     |  93
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | book                | Checkout    | 108
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | dvd                 | Checkin     | 120
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | dvd                 | Checkout    | 120
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | electronic resource | Checkin     | 140
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | electronic resource | Checkout    | 123
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | microform           | Checkin     | 114
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | microform           | Checkout    | 104
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | sound recording     | Checkin     | 106
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | sound recording     | Checkout    | 125
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | text                | Checkin     | 146
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | text                | Checkout    | 106
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | unspecified         | Checkin     | 125
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | unspecified         | Checkout    | 105
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | video recording     | Checkin     | 105
 Online             | Online                            | 2018-03-15  | Thursday    |           0 | video recording     | Checkout    |  95
 Online             | Online                            | 2018-03-16  | Friday      |           0 | book                | Checkin     |  84
 Online             | Online                            | 2018-03-16  | Friday      |           0 | book                | Checkout    | 125
 Online             | Online                            | 2018-03-16  | Friday      |           0 | dvd                 | Checkin     | 124
 Online             | Online                            | 2018-03-16  | Friday      |           0 | dvd                 | Checkout    | 118
 Online             | Online                            | 2018-03-16  | Friday      |           0 | electronic resource | Checkin     | 121
 Online             | Online                            | 2018-03-16  | Friday      |           0 | electronic resource | Checkout    | 116
 Online             | Online                            | 2018-03-16  | Friday      |           0 | microform           | Checkin     | 115
 Online             | Online                            | 2018-03-16  | Friday      |           0 | microform           | Checkout    | 113
 Online             | Online                            | 2018-03-16  | Friday      |           0 | sound recording     | Checkin     |  89
 Online             | Online                            | 2018-03-16  | Friday      |           0 | sound recording     | Checkout    | 126
 Online             | Online                            | 2018-03-16  | Friday      |           0 | text                | Checkin     | 121
 Online             | Online                            | 2018-03-16  | Friday      |           0 | text                | Checkout    | 123
 Online             | Online                            | 2018-03-16  | Friday      |           0 | unspecified         | Checkin     | 114
 Online             | Online                            | 2018-03-16  | Friday      |           0 | unspecified         | Checkout    |  90
 Online             | Online                            | 2018-03-16  | Friday      |           0 | video recording     | Checkin     | 125
 Online             | Online                            | 2018-03-16  | Friday      |           0 | video recording     | Checkout    | 132
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | book                | Checkin     | 133
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | book                | Checkout    | 107
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | dvd                 | Checkin     | 126
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | dvd                 | Checkout    | 110
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | electronic resource | Checkin     | 100
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | electronic resource | Checkout    | 129
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | microform           | Checkin     | 107
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | microform           | Checkout    | 109
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | sound recording     | Checkin     | 137
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | sound recording     | Checkout    | 124
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | text                | Checkin     | 120
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | text                | Checkout    | 103
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | unspecified         | Checkin     | 105
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | unspecified         | Checkout    | 127
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | video recording     | Checkin     | 121
 Online             | Online                            | 2018-03-17  | Saturday    |           0 | video recording     | Checkout    | 103
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | book                | Checkin     | 133
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | book                | Checkout    | 107
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | dvd                 | Checkin     | 123
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | dvd                 | Checkout    | 115
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | electronic resource | Checkin     | 133
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | electronic resource | Checkout    | 107
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | microform           | Checkin     | 105
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | microform           | Checkout    | 138
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | sound recording     | Checkin     | 106
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | sound recording     | Checkout    | 109
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | text                | Checkin     | 115
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | text                | Checkout    | 123
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | unspecified         | Checkin     | 122
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | unspecified         | Checkout    | 109
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | video recording     | Checkin     | 114
 Online             | Online                            | 2018-03-18  | Sunday      |           0 | video recording     | Checkout    |  93
 Online             | Online                            | 2018-03-19  | Monday      |           0 | book                | Checkin     | 118
 Online             | Online                            | 2018-03-19  | Monday      |           0 | book                | Checkout    |  89
 Online             | Online                            | 2018-03-19  | Monday      |           0 | dvd                 | Checkin     | 131
 Online             | Online                            | 2018-03-19  | Monday      |           0 | dvd                 | Checkout    | 128
 Online             | Online                            | 2018-03-19  | Monday      |           0 | electronic resource | Checkin     | 114
 Online             | Online                            | 2018-03-19  | Monday      |           0 | electronic resource | Checkout    | 125
 Online             | Online                            | 2018-03-19  | Monday      |           0 | microform           | Checkin     | 116
 Online             | Online                            | 2018-03-19  | Monday      |           0 | microform           | Checkout    | 119
 Online             | Online                            | 2018-03-19  | Monday      |           0 | sound recording     | Checkin     | 105
 Online             | Online                            | 2018-03-19  | Monday      |           0 | sound recording     | Checkout    | 110
 Online             | Online                            | 2018-03-19  | Monday      |           0 | text                | Checkin     | 104
 Online             | Online                            | 2018-03-19  | Monday      |           0 | text                | Checkout    | 115
 Online             | Online                            | 2018-03-19  | Monday      |           0 | unspecified         | Checkin     | 113
 Online             | Online                            | 2018-03-19  | Monday      |           0 | unspecified         | Checkout    | 109
 Online             | Online                            | 2018-03-19  | Monday      |           0 | video recording     | Checkin     | 110
 Online             | Online                            | 2018-03-19  | Monday      |           0 | video recording     | Checkout    |  86
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | book                | Checkin     | 121
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | book                | Checkout    | 105
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | dvd                 | Checkin     | 120
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | dvd                 | Checkout    |  98
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | electronic resource | Checkin     | 117
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | electronic resource | Checkout    | 134
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | microform           | Checkin     | 155
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | microform           | Checkout    | 110
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | sound recording     | Checkin     | 112
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | sound recording     | Checkout    | 103
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | text                | Checkin     | 105
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | text                | Checkout    | 128
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | unspecified         | Checkin     | 101
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | unspecified         | Checkout    | 116
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | video recording     | Checkin     | 114
 Online             | Online                            | 2018-03-20  | Tuesday     |           0 | video recording     | Checkout    | 127
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | book                | Checkin     | 108
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | book                | Checkout    | 108
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | dvd                 | Checkin     | 110
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | dvd                 | Checkout    | 107
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | electronic resource | Checkin     | 110
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | electronic resource | Checkout    | 122
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | microform           | Checkin     | 109
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | microform           | Checkout    | 128
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | sound recording     | Checkin     |  84
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | sound recording     | Checkout    | 103
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | text                | Checkin     | 138
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | text                | Checkout    | 121
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | unspecified         | Checkin     | 122
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | unspecified         | Checkout    | 101
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | video recording     | Checkin     | 133
 Online             | Online                            | 2018-03-21  | Wednesday   |           0 | video recording     | Checkout    | 110
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | book                | Checkin     | 110
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | book                | Checkout    | 112
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | dvd                 | Checkin     | 108
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | dvd                 | Checkout    | 120
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | electronic resource | Checkin     | 113
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | electronic resource | Checkout    | 120
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | microform           | Checkin     | 126
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | microform           | Checkout    | 108
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | sound recording     | Checkin     | 132
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | sound recording     | Checkout    | 132
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | text                | Checkin     | 112
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | text                | Checkout    | 122
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | unspecified         | Checkin     | 105
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | unspecified         | Checkout    | 118
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | video recording     | Checkin     | 117
 Online             | Online                            | 2018-03-22  | Thursday    |           0 | video recording     | Checkout    | 116
 Online             | Online                            | 2018-03-23  | Friday      |           0 | book                | Checkin     | 116
 Online             | Online                            | 2018-03-23  | Friday      |           0 | book                | Checkout    | 116
 Online             | Online                            | 2018-03-23  | Friday      |           0 | dvd                 | Checkin     | 116
 Online             | Online                            | 2018-03-23  | Friday      |           0 | dvd                 | Checkout    | 100
 Online             | Online                            | 2018-03-23  | Friday      |           0 | electronic resource | Checkin     | 132
 Online             | Online                            | 2018-03-23  | Friday      |           0 | electronic resource | Checkout    |  83
 Online             | Online                            | 2018-03-23  | Friday      |           0 | microform           | Checkin     | 124
 Online             | Online                            | 2018-03-23  | Friday      |           0 | microform           | Checkout    | 115
 Online             | Online                            | 2018-03-23  | Friday      |           0 | sound recording     | Checkin     | 135
 Online             | Online                            | 2018-03-23  | Friday      |           0 | sound recording     | Checkout    | 122
 Online             | Online                            | 2018-03-23  | Friday      |           0 | text                | Checkin     | 112
 Online             | Online                            | 2018-03-23  | Friday      |           0 | text                | Checkout    |  97
 Online             | Online                            | 2018-03-23  | Friday      |           0 | unspecified         | Checkin     |  92
 Online             | Online                            | 2018-03-23  | Friday      |           0 | unspecified         | Checkout    | 128
 Online             | Online                            | 2018-03-23  | Friday      |           0 | video recording     | Checkin     |  89
 Online             | Online                            | 2018-03-23  | Friday      |           0 | video recording     | Checkout    | 114
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | book                | Checkin     | 101
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | book                | Checkout    | 128
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | dvd                 | Checkin     | 118
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | dvd                 | Checkout    |  98
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | electronic resource | Checkin     | 101
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | electronic resource | Checkout    | 113
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | microform           | Checkin     | 119
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | microform           | Checkout    | 116
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | sound recording     | Checkin     | 114
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | sound recording     | Checkout    | 103
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | text                | Checkin     | 108
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | text                | Checkout    | 122
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | unspecified         | Checkin     | 128
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | unspecified         | Checkout    | 124
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | video recording     | Checkin     | 107
 Online             | Online                            | 2018-03-24  | Saturday    |           0 | video recording     | Checkout    | 102
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | book                | Checkin     |  98
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | book                | Checkout    | 129
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | dvd                 | Checkin     | 150
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | dvd                 | Checkout    | 117
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | electronic resource | Checkin     | 102
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | electronic resource | Checkout    |  96
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | microform           | Checkin     | 119
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | microform           | Checkout    | 133
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | sound recording     | Checkin     | 115
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | sound recording     | Checkout    | 118
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | text                | Checkin     | 101
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | text                | Checkout    |  99
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | unspecified         | Checkin     | 114
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | unspecified         | Checkout    | 120
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | video recording     | Checkin     | 104
 Online             | Online                            | 2018-03-25  | Sunday      |           0 | video recording     | Checkout    | 101
 Online             | Online                            | 2018-03-26  | Monday      |           0 | book                | Checkin     | 121
 Online             | Online                            | 2018-03-26  | Monday      |           0 | book                | Checkout    | 103
 Online             | Online                            | 2018-03-26  | Monday      |           0 | dvd                 | Checkin     | 131
 Online             | Online                            | 2018-03-26  | Monday      |           0 | dvd                 | Checkout    | 136
 Online             | Online                            | 2018-03-26  | Monday      |           0 | electronic resource | Checkin     | 116
 Online             | Online                            | 2018-03-26  | Monday      |           0 | electronic resource | Checkout    | 106
 Online             | Online                            | 2018-03-26  | Monday      |           0 | microform           | Checkin     | 115
 Online             | Online                            | 2018-03-26  | Monday      |           0 | microform           | Checkout    | 125
 Online             | Online                            | 2018-03-26  | Monday      |           0 | sound recording     | Checkin     | 115
 Online             | Online                            | 2018-03-26  | Monday      |           0 | sound recording     | Checkout    | 113
 Online             | Online                            | 2018-03-26  | Monday      |           0 | text                | Checkin     | 111
 Online             | Online                            | 2018-03-26  | Monday      |           0 | text                | Checkout    | 123
 Online             | Online                            | 2018-03-26  | Monday      |           0 | unspecified         | Checkin     |  89
 Online             | Online                            | 2018-03-26  | Monday      |           0 | unspecified         | Checkout    |  99
 Online             | Online                            | 2018-03-26  | Monday      |           0 | video recording     | Checkin     | 113
 Online             | Online                            | 2018-03-26  | Monday      |           0 | video recording     | Checkout    |  95
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | book                | Checkin     | 114
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | book                | Checkout    | 106
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | dvd                 | Checkin     | 101
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | dvd                 | Checkout    | 141
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | electronic resource | Checkin     | 129
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | electronic resource | Checkout    | 106
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | microform           | Checkin     | 125
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | microform           | Checkout    | 132
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | sound recording     | Checkin     |  97
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | sound recording     | Checkout    | 122
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | text                | Checkin     | 119
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | text                | Checkout    |  93
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | unspecified         | Checkin     | 106
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | unspecified         | Checkout    | 113
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | video recording     | Checkin     | 102
 Online             | Online                            | 2018-03-27  | Tuesday     |           0 | video recording     | Checkout    |  95
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | book                | Checkin     | 104
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | book                | Checkout    | 101
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | dvd                 | Checkin     | 101
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | dvd                 | Checkout    | 113
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | electronic resource | Checkin     | 121
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | electronic resource | Checkout    | 115
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | microform           | Checkin     |  95
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | microform           | Checkout    | 131
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | sound recording     | Checkin     | 111
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | sound recording     | Checkout    | 113
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | text                | Checkin     | 127
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | text                | Checkout    | 107
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | unspecified         | Checkin     | 116
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | unspecified         | Checkout    |  99
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | video recording     | Checkin     | 124
 Online             | Online                            | 2018-03-28  | Wednesday   |           0 | video recording     | Checkout    | 112
 Online             | Online                            | 2018-03-29  | Thursday    |           0 | book                | Checkin     | 108
 Online             | Online                            | 2018-03-29  | Thursday    |           0 | book                | Checkout    |  95
 Online             | Online                            | 2018-03-29  | Thursday    |           0 | dvd                 | Checkin     | 120
 Online             | Online                            | 2018-03-29  | Thursday    |           0 | dvd                 | Checkout    | 130
 Online             | Online                            | 2018-03-29  | Thursday    |           0 | electronic resource | Checkin     | 123
 Online             | Online                            | 2018-03-29  | Thursday    |           0 | electronic resource | Checkout    | 122
 Online             | Online                            | 2018-03-29  | Thursday    |           0 | microform           | Checkin     | 104
 Online             | Online                            | 2018-03-29  | Thursday    |           0 | microform           | Checkout    | 108
 Online             | Online                            | 2018-03-29  | Thursday    |           0 | sound recording     | Checkin     | 125
 Online             | Online                            | 2018-03-29  | Thursday    |           0 | sound recording     | Checkout    | 123
 Online             | Online                            | 2018-03-29  | Thursday    |           0 | text                | Checkin     | 106
 Online             | Online                            | 2018-03-29  | Thursday    |           0 | text                | Checkout    | 115
 Online             | Online                            | 2018-03-29  | Thursday    |           0 | unspecified         | Checkin     | 105
 Online             | Online                            | 2018-03-29  | Thursday    |           0 | unspecified         | Checkout    | 112
